"","title","timestamp","duration","venue","lat","lng","id","address"
"1","Exploring Educational Excellence- Wilmington, DE","2019-06-05T19:00:00",5400,"DoubleTree by Hilton Hotel Wilmington",39.819,-75.547,"7eecdbcc-8b39-47cb-b95c-fa6723bf2b70",NA
"2","Exploring Educational Excellence- Washington, D.C","2019-05-21T19:00:00",5400,"Washington Marriott Wardman Park",38.925,-77.054,"1a45ac57-b6f9-4b27-8c77-8c1d758f8bad",NA
"3","Exploring Educational Excellence- Oak Brook, IL","2019-06-02T14:00:00",5400,"Chicago Marriott Oak Brook",41.846,-87.953,"043ad2a6-870e-4d0a-9ad5-0aace683644c",NA
"4","Exploring Educational Excellence- Chicago, IL","2019-06-02T19:00:00",5400,"Palmer House a Hilton Hotel",41.88,-87.627,"26beb80e-d2f6-4848-8006-980ea35034e3",NA
"5","Exploring Educational Excellence- Indianapolis, Indiana","2019-06-05T19:00:00",5400,"Sheraton Indianapolis City Centre Hotel",39.77,-86.159,"f62f987d-15a6-424d-8a2e-424ae4a51fd9",NA
"6","Exploring Educational Excellence- Baltimore, MD","2019-05-19T19:00:00",5400,"Baltimore Marriott Inner Harbor at Camden Yards",39.287,-76.622,"320675e9-88c1-4036-b9eb-32624e1d2fad",NA
"7","Exploring Educational Excellence- Gaithersburg, MD","2019-05-20T19:00:00",5400,"Gaithersburg Marriott Washingtonian Center",39.116,-77.196,"edada695-dd94-4cf2-afcf-63d9a5daa70a",NA
"8","Exploring Educational Excellence- Detroit, MI","2019-06-06T19:00:00",5400,"DoubleTree by Hilton Hotel Detroit - Dearborn",42.332,-83.217,"2c96a53b-26fc-4e4a-8247-9c54855cc4ae",NA
"9","Exploring Educational Excellence- Minneapolis, MN","2019-06-03T19:00:00",5400,"DoubleTree by Hilton Hotel Minneapolis - Park Place",44.969,-93.351,"81d48a5b-b85b-474b-92de-bf6bbc5e6532",NA
"10","Exploring Educational Excellence- Chesterfield, MO","2019-06-04T19:00:00",5400,"DoubleTree by Hilton Hotel St. Louis - Chesterfield",38.664,-90.568,"3e398dff-485c-4318-a685-fe3e89bf9993",NA
"11","Exploring Educational Excellence- Plainsboro, NJ","2019-06-04T19:00:00",5400,"West Windsor-Plainsboro HS N",40.322,-74.601,"2d5c87b8-72a5-4efc-b921-cd25f289ad0d",NA
"12","Exploring Educational Excellence- New York, NY","2019-06-02T14:00:00",5400,"Miller Theatre",40.808,-73.963,"0e651d01-00e1-493a-a126-1969fe82443c",NA
"13","Exploring Educational Excellence- White Plains, NY","2019-06-02T19:00:00",5400,"Crowne Plaza Hotel",41.03,-73.76,"b6709e48-96a0-45f8-b37a-115555c7a63c",NA
"14","Exploring Educational Excellence- Dix Hills, NY","2019-06-03T19:00:00",5400,"Half Hollow Hills High School East",40.791,-73.386,"5e97e96e-cee4-4f44-9ce0-99cfd3d4c798",NA
"15","Exploring Educational Excellence- King of Prussia, PA","2019-06-06T19:00:00",5400,"DoubleTree by Hilton Hotel Philadelphia - Valley Forge",40.091,-75.37,"843f2f77-ae18-4195-9c26-6603f1d51ae9",NA
"16","Exploring Educational Excellence- Tysons, VA","2019-05-22T19:00:00",5400,"Tysons Corner Marriott",38.914,-77.221,"da7cec19-ce2b-45dd-bb9a-bb85cf8262bb",NA
"17","Exploring Educational Excellence- Richmond, VA","2019-05-23T19:00:00",5400,"Delta Hotels by Marriott Richmond Downtown",37.538,-77.441,"00c2b23a-57c9-425f-8274-3f19e5394dce",NA
"18","EEE Evening Program in Irvine, CA","2019-04-29T19:00:00",7200,"Hilton Irvine/Orange County Airport",33.675,-117.861,"3ef22548-0d01-4163-8303-a8956ff36f3c",NA
"19","EEE Evening Program in San Diego, CA","2019-04-30T19:00:00",7200,"DoubleTree by Hilton Hotel San Diego - Mission Valley",32.77,-117.16,"30fd0668-2d90-4373-ab12-4a1926bb0dbd",NA
"20","EEE Evening Program in Berkeley, CA","2019-05-01T19:00:00",7200,"DoubleTree by Hilton Hotel Berkeley Marina",37.868,-122.314,"40d3cb6f-1740-42b3-a324-224704faa8a3",NA
"21","EEE Evening Program in San Jose, CA","2019-05-02T19:00:00",7200,"San Jose Marriott",37.33,-121.888,"303bb4cf-35ae-47cf-b3f0-3f0656ec8f83",NA
"22","EEE Evening Program in Wilmington, DE","2019-06-05T19:00:00",7200,"Doubletree Hotel Wilmington",39.742,-75.548,"0bcd2809-11ac-49b6-899d-ef0be516d202",NA
"23","EEE Evening Program in Washington, D.C.","2019-05-21T19:00:00",7200,"Washington Marriott Wardman Park",38.925,-77.054,"4ef4a03c-e9fe-44df-8277-529962d87156",NA
"24","EEE Evening Program in Orlando, FL","2019-04-30T19:00:00",7200,"University High School",28.578,-81.216,"bd01993c-a5ff-477f-8a1d-5d08dde2ae5a",NA
"25","EEE Evening Program in Boca Raton, FL","2019-05-01T19:00:00",7200,"Boca Raton Marriott",26.362,-80.123,"b0840e49-ffeb-4066-8c67-4eeb60f9de57",NA
"26","EEE Evening Program in Miami, FL","2019-05-02T19:00:00",7200,"Marriott Airport Miami",25.784,-80.263,"a49ac622-2544-4154-a73b-990dfca3c763",NA
"27","EEE Afternoon Program in Chicago, IL","2019-06-02T14:00:00",7200,"Chicago Marriott Oak Brook",41.846,-87.953,"71cf1c0b-43e1-4b22-9fd0-83d573590ca1",NA
"28","EEE Evening Program in Chicago, IL","2019-06-02T19:00:00",7200,"Palmer House a Hilton Hotel",41.88,-87.627,"15fdef21-b664-47cb-95eb-b6ec11345989",NA
"29","EEE Evening Program in Indianapolis, IN","2019-06-05T19:00:00",7200,"Sheraton Indianapolis",39.77,-86.159,"e33f2094-c0dd-477a-a8b9-6aefb3a13558",NA
"30","EEE Evening Program in Baltimore, MD","2019-05-19T19:00:00",7200,"Baltimore Marriott Inner Harbor at Camden Yards",39.287,-76.622,"1f020ed7-44f9-4fc9-b711-7d6156b5d3a8",NA
"31","EEE Evening Program in Gaithersburg, MD","2019-05-20T19:00:00",7200,"Gaithersburg Marriott Washingtonian Center",39.116,-77.196,"09300ce1-83a0-40e9-862c-aa4317981290",NA
"32","EEE Evening Program in Detroit, MI","2019-06-06T19:00:00",7200,"DoubleTree by Hilton Hotel Detroit - Dearborn",42.332,-83.217,"cb63f28e-73e6-418c-8f71-c16068cbe683",NA
"33","EEE Evening Program in Minneapolis, MN","2019-06-03T19:00:00",7200,"DoubleTree by Hilton Hotel Minneapolis - Park Place",44.969,-93.351,"2aa092e3-705e-4a04-ab0a-68f81679e99b",NA
"34","EEE Evening Program in St. Louis, MO","2019-06-04T19:00:00",7200,"DoubleTree by Hilton Hotel St. Louis - Chesterfield",38.664,-90.568,"ccbaa3cf-89a2-4009-b177-b337e0157e30",NA
"35","EEE Evening Program in Plainsboro, NJ","2019-06-04T19:00:00",7200,"West Windsor-Plainsboro High School North",40.322,-74.601,"40b89d9d-0882-4771-b309-ab12a00afc50",NA
"36","EEE Afternoon Program in New York, NY","2019-06-02T14:00:00",7200,"Miller Theatre",40.808,-73.963,"ef68d3bf-37dd-411d-80e6-a177fb4e1f9b",NA
"37","EEE Evening Program in White Plains, NY","2019-06-02T19:00:00",7200,"Crowne Plaza Hotel",41.03,-73.76,"e775c18d-e9e5-40bc-8393-299e2f49dc8e",NA
"38","EEE Evening Program in Dix Hills, NY","2019-06-03T19:00:00",7200,"Half Hollow Hills High School East",40.803,-73.359,"af251a94-2b38-4956-8693-b93abf4e641e",NA
"39","EEE Evening Program in King of Prussia, PA","2019-06-06T19:00:00",7200,"DoubleTree by Hilton Hotel Philadelphia - Valley Forge",40.091,-75.37,"0de23f30-c3cd-43ec-a015-38f0a573b4cf",NA
"40","EEE Evening Program in Austin, TX","2019-04-30T19:00:00",7200,"Norris Conference Centers - Austin",30.357,-97.735,"b61f6b51-8ae2-4c3d-9b7c-12dba5948505",NA
"41","EEE Evening Program in Dallas, TX","2019-05-01T19:00:00",7200,"Irving Convention Center at Las Colinas",32.878,-96.943,"346ca5c0-d44f-4a02-a786-70b752269194",NA
"42","EEE Evening Program in Fort Worth, TX","2019-05-02T19:00:00",7200,"Sheraton Fort Worth Downtown Hotel",32.748,-97.325,"798060c4-d8c3-4651-b4be-8ad65339bd3f",NA
"43","EEE Evening Program in Alexandria, VA","2019-05-22T19:00:00",7200,"Tysons Corner Marriott",38.913,-77.223,"fa5ce5f4-4657-4c10-8628-eb6fda662611",NA
"44","EEE Evening Program in Richmond, VA","2019-05-23T19:00:00",7200,"Delta Hotels by Marriott Richmond Downtown",37.538,-77.441,"c52eb675-7aef-4a20-87f5-6c4823e0ab62",NA
"45","Introduction to Columbia: Chicago","2019-07-11T18:00:00",7200,"Whitney M Young Magnet High School",41.878,-87.664,"33440e33-a2ca-4004-a444-f96d5231922f",NA
"46","Caltech MIT Pomona Yale Information Session in McAllen","2019-04-28T14:00:00",NA," Lamar IB/Options to Education Academy",26.213,-98.229,"CMPYMcAllen2019",NA
"47","Caltech MIT Pomona Yale Information Session in New Orleans","2019-04-29T18:00:00",NA,"Benjamin Franklin High School",30.025,-90.066,"CMPYNewOrleans2019",NA
"48","Caltech MIT Pomona Yale Information Session in Pensacola","2019-04-30T19:00:00",NA,"Pensacola High School",30.435,-87.225,"CMPYPensacola2019",NA
"49","Caltech MIT Pomona Yale Information Session in Jacksonville","2019-05-01T19:00:00",NA,"Paxon School for Advanced Studies",30.346,-81.725,"CMPYJacksonville2019",NA
"50","Caltech MIT Pomona Yale Information Session In Orlando","2019-05-02T19:00:00",NA,"Lake Highland Preparatory School",28.558,-81.372,"CMPYOrlando2019",NA
"51","Coast to Coast College Tour – Birmingham Information Session","2019-05-21T19:00:00",7200,"Hilton Birmingham at UAB",33.504,-86.799,"33ead71c-7167-416b-a328-e47d515b6a68",NA
"52","Coast to Coast College Tour – Fort Lauderdale Information Session","2019-05-19T13:00:00",7200,"DoubleTree by Hilton Hotel Sunrise - Sawgrass Mills",26.145,-80.326,"a4b5d27d-9f64-411b-8397-ada936fe670b",NA
"53","Coast to Coast College Tour – Miami Information Session","2019-05-19T19:00:00",7200,"Hilton Miami Airport Blue Lagoon",25.782,-80.279,"41de5e21-d6ea-4e58-b9a6-07131a3a8edd",NA
"54","Coast to Coast College Tour – Tampa Information Session","2019-05-22T19:00:00",7200,"Tampa Airport Marriott",27.981,-82.535,"9863a21f-6340-4cf2-a631-0ca5fac99d24",NA
"55","SAS College Forum","2019-06-01T10:00:00",7200,"School for Advanced Studies (SAS) at Miami Dade College",25.778,-80.189,"14ce253f-1c36-40fc-8ade-fd3932f6260b",NA
"56","Coast to Coast College Tour – Atlanta Information Session","2019-05-20T19:00:00",7200,"The Westminster Schools",33.848,-84.433,"c9d091e8-8b97-40e0-8b32-95c5a78912d9",NA
